genotype,day,fly,fly_id,alpha,beta,p0,log_alpha,log_beta,logit_p0,chamber_id,fly_id_64,var,exp_name,date,jumpdata,T1_x_ss_mean,T1_x_ss_median,T1_x_ss_std,T1_x_ss_CI_lower,T1_x_ss_CI_upper,T1_hab_mag_rel_mean,T1_hab_mag_rel_median,T1_hab_mag_rel_std,T1_hab_mag_rel_CI_lower,T1_hab_mag_rel_CI_upper,T1_hab_mag_abs_mean,T1_hab_mag_abs_median,T1_hab_mag_abs_std,T1_hab_mag_abs_CI_lower,T1_hab_mag_abs_CI_upper,T1_hab_time_half_rel_mean,T1_hab_time_half_rel_median,T1_hab_time_half_rel_std,T1_hab_time_half_rel_CI_lower,T1_hab_time_half_rel_CI_upper,T1_hab_time_95_rel_mean,T1_hab_time_95_rel_median,T1_hab_time_95_rel_std,T1_hab_time_95_rel_CI_lower,T1_hab_time_95_rel_CI_upper,T1_hab_time_half_abs_mean,T1_hab_time_half_abs_median,T1_hab_time_half_abs_std,T1_hab_time_half_abs_CI_lower,T1_hab_time_half_abs_CI_upper,T5_x_ss_mean,T5_x_ss_median,T5_x_ss_std,T5_x_ss_CI_lower,T5_x_ss_CI_upper,T5_hab_mag_rel_mean,T5_hab_mag_rel_median,T5_hab_mag_rel_std,T5_hab_mag_rel_CI_lower,T5_hab_mag_rel_CI_upper,T5_hab_mag_abs_mean,T5_hab_mag_abs_median,T5_hab_mag_abs_std,T5_hab_mag_abs_CI_lower,T5_hab_mag_abs_CI_upper,T5_hab_time_half_rel_mean,T5_hab_time_half_rel_median,T5_hab_time_half_rel_std,T5_hab_time_half_rel_CI_lower,T5_hab_time_half_rel_CI_upper,T5_hab_time_95_rel_mean,T5_hab_time_95_rel_median,T5_hab_time_95_rel_std,T5_hab_time_95_rel_CI_lower,T5_hab_time_95_rel_CI_upper,T5_hab_time_half_abs_mean,T5_hab_time_half_abs_median,T5_hab_time_half_abs_std,T5_hab_time_half_abs_CI_lower,T5_hab_time_half_abs_CI_upper
GD,7,0,1,0.23002985835,0.4998534948462499,0.1584535694375,-1.469546159571644,-0.6934402338033528,-1.6697795749594238,1,1,1,1893mb,2024-03-05,000000000000000000000000000000100000000000000010000000000000000000000000000000000000000000100000000100000010000000000000000000000000000000000010000000000000000000000000000000100000000000000000000000000110000000000000100000000000000000000000000000010000000000000000000000000000000010000000010000000000000000000100000000000000000000100001000001000000000000001000000000000000000000000000000000100000000000000000000000000000000010000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010100000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000010000000000001000000000000000000010000100000000000000000000001000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000011000000000101001010000000000001000000000100010000000000000000,1.9438007947016118,1.9302920272322575,0.488394408125754,1.04355178748091,2.946906323454341,0.7672896365352663,0.7884057925616215,0.0992907886118238,0.5213021253046263,0.8967396246840713,0.12559839585007646,0.12098887570334341,0.051694837780963045,0.03986909819874125,0.24201250115545647,3.064231759012726,2.5420731884038115,1.952121141732075,1.1538097229992166,8.062022897502409,12.569626253456674,10.541754029550315,7.731707494064442,4.7547936608845545,32.2973697374803,NA,3.583388989768635,NA,NA,NA,0.24246314262122143,0.23504422852455603,0.09365335902087077,0.07918846167229832,0.44820793238913353,0.06126922805345895,0.052353481438349114,0.04208319878053328,0.006231734508916728,0.16728450737966089,0.01109941764496823,0.007879488610583652,0.010801042525850704,0.0005734627204819262,0.03941529894499906,1.3220032681386924,1.1275966296698638,0.7766156138065842,0.4868382945039173,3.3015914745667465,4.031287282057896,3.4276727220832774,2.402140714558203,1.4609042953236875,10.149857869703954,NA,nan,NA,NA,NA
GD,7,1,2,0.3200135056375,1.212268675875,0.453077162375,-1.1393920789617884,0.1924935428446458,-0.1882452804543968,2,2,1,1893mb,2024-03-05,000000000000100000000010000000000000000000000001000000000000000000000000000000000000000000000000000000000000001000010000000010010000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000100010000000000000000000000000000000000000000100100000000000000000100000100001000001000000000000000000000000000010000010000010000000000000000000000000000000000000000000000000000000000000000000000110000000000000000000000000000100000000000000000000000000000001000000010000000000000000000000000000000000100000000000000000000000100001000000000000000000000000000000100000000000010000000000000000000000000000000000000000000000000000000010000000001000000010000000000000000000000000000000000000000000000100000000000000100000000000001000000000000000000000000000000001000000100000000001001000000000000000000000000000000000000000000000000000000000000000000100000000000000000000011000000000000000000000000000001000000000000000000000000010000001100011110000110011101110000100001101010001,3.1976874765199073,3.1721446661840287,0.4408382994076763,2.395199237600884,4.139656613007754,0.9068025093872517,0.9096045342352733,0.023555470327908182,0.8515655219050817,0.9448633508490261,0.4122740052771425,0.4076978460633899,0.07897410752423317,0.26859398892879327,0.576105369815453,1.1706016361119023,1.1061110604193254,0.3815294364967083,0.6259514774251332,2.09898017463526,5.441615051463046,5.149709067666771,1.7467522012092433,2.89827652429592,9.706054297505604,1.3149660297471342,1.239503472778142,0.44230258939194644,0.6938899351633999,2.403654882418545,0.31571774864741986,0.3114683011828674,0.0977259977297111,0.13701638269487995,0.5193255507533207,0.09548795552381559,0.088433361091168,0.050689101312622116,0.018427539959217518,0.21241177800469685,0.045359621532685156,0.038763695845540694,0.02965361460599933,0.007052983823635182,0.12005929495001115,0.8000872313694462,0.7667252649319444,0.23970069539706776,0.43153628472598327,1.3766430270542784,2.4603796494615677,2.3475255854795876,0.767324035941362,1.2979759618327045,4.313365406159672,NA,nan,NA,NA,NA
GD,7,2,3,0.231020646525,0.458460974855,0.134469050525,-1.465248193558295,-0.7798801057281548,-1.86200906810457,3,3,1,1893mb,2024-03-05,000000000100000000000100000000000100000000000000000000000000000000000000000000000010000000001000001000000000010000000100000000000000000000000000000000000000000000000000000000000001000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000100000000000000001000000000000000000000000000000000000000000000010000001000000000000000000010000000100000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000100000000000000000000010000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100010000000000000000000000100000000000000000000000000000000000000010000000000000000100010000001000000000000000000000000000010000000000000000001010000000000100000000100000000001000000000000000100,1.7881908629829102,1.7779294109005144,0.5140290705764975,0.7987948529149426,2.817306020245781,0.730130828467702,0.7596750608877436,0.13036403462649096,0.3895266708856937,0.8881082976533391,0.10304104505487574,0.09858426946518056,0.04817325668446584,0.02321251796168073,0.21078501515581838,3.309064806109075,2.8034496802825273,2.024802525790896,1.1631178780444293,8.31521050601273,13.222103988683491,11.421384887455128,7.653963574406956,4.629760620826974,32.014040737493666,NA,4.2365692790702365,NA,NA,NA,0.22426385609331662,0.22109308801556907,0.09269904800460341,0.05614435712655259,0.41893627125505645,0.05393143308337477,0.04660404789272943,0.03877031893145535,0.0031422838475852256,0.14930367057774724,0.008520859640677196,0.0059412057015484744,0.0088306143345455,0.00021524914033393177,0.03223292966706593,1.3308779315577002,1.1711723902873556,0.7238452156718104,0.44921315105242277,3.1177075948582718,4.047748120924696,3.5567283520559707,2.223746280910957,1.348020793329566,9.56666459224579,NA,nan,NA,NA,NA
GD,7,3,4,0.27308726726125,0.377627563207875,0.0663937193499999,-1.297963874580026,-0.9738468515912866,-2.6434523443892344,4,4,1,1893mb,2024-03-05,000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000001000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000001000000000000000000000000000000000000000000000000010000000000000000000000000010000000000000000000000000000000000010000000000000000000000000000001000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000001000001000010000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000001000000101000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000,1.4312416131240888,1.4234241867798056,0.7492740873183881,0.07316965710076119,2.9914371532405886,0.590760528481278,0.6695456308003626,0.25443080527339146,0.005325288200810222,0.8994843156173079,0.046327775350103226,0.040014036881039,0.03696405642585935,0.0001353357496544436,0.13375370933519318,4.280815092457969,3.128263540850921,4.452837522791262,1.0584599988081018,13.789690658232919,16.12595297769433,12.004310452482827,16.240748594497433,3.817898662179199,50.15525711134661,NA,7.480206807135239,NA,NA,NA,0.18269516015197898,0.16775793271302403,0.12573118998733265,0.002593883654273099,0.4607580389355819,0.04394026455132985,0.027372390361568688,0.04979328733055081,6.728194083605035e-06,0.1751202924660513,0.004266119000921481,0.001649377214872212,0.007412782286907073,1.477730799086787e-07,0.02407652445630036,1.503778089759051,1.1271118877498458,1.4897814654320285,0.28612822283461975,4.635719350423149,4.57529883881123,3.4116586202666896,4.58529088436772,0.8565900822417318,14.258202924742488,NA,nan,NA,NA,NA
GD,7,4,5,0.297661934375,0.4753569314,0.4673053745,-1.2117968848564489,-0.7436893226067499,-0.1309653738864535,5,5,1,1893mb,2024-03-05,010010000001000000010000100100000000100000000000010000000100000110001101100010011111000010000000000000000000000000000000000000000000010000000000000000000010000000001000010010001001000111110000000000001000011011100000000001001100000010000000000000100000000000000000000010000000010011010000011100010000010000011000000001010000101101000001000010011000100000000000000000000000000000000000100000010000000110101000001000000001010001011010000000010001001000000000001000000000000010000000000010001000000000000000100010001000100000000100000001000000000010000010000000010000001000000000001000001100111011010000100101000000000001000000000100100000100000000000000000010100100000001100011001000000001000000010001000010000100110100000000000000000010000000000000000010000010101000010000000101010001100000001010001011100000000010100000000000010011000000000000010000000000000000000001000000010000110000010010001000100001111000000000000000010000000000000000010000000000001011000010010000000110001000000000000000000000010001000101000110011010101010010110001101001111000,1.3293030399365606,1.3320668858818336,0.16443123499747267,0.9929707530816316,1.644833759329355,0.6331073546717954,0.639561991349205,0.05941939401921187,0.49647302372881996,0.730129291239826,0.2991411455743436,0.2981259734303545,0.06481790017366344,0.1734710475449541,0.4295843186178629,2.980351190128199,2.6540509394063196,1.4526735901594117,1.1511954480660829,6.566691446965202,11.17223580908643,9.982909896797864,5.363163197596178,4.3135538152154,24.373724421244113,NA,5.272199514563676,NA,NA,NA,0.14047805693823903,0.14255940692671276,0.046294551472543174,0.0471745242311959,0.2256815022684489,0.02125115131624166,0.019918379621560456,0.012378592618972395,0.0022204942983154122,0.0484637765937956,0.010187018509553189,0.009068817733389814,0.006574582218072685,0.0009731700482406919,0.02594254246098346,0.994361131056476,0.897753604991286,0.46593357252838413,0.3873168173490715,2.1590327896700097,2.9950692889622053,2.70062382551088,1.4120716581467985,1.1601979860341087,6.525207217924503,NA,nan,NA,NA,NA
GD,7,5,7,0.11971148713125,0.77983748885,0.31413486745,-2.1226707050138804,-0.2486697286340869,-0.7808586007508537,7,7,1,1893mb,2024-03-05,000000000000000000000000000000000000000100000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000010000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000011010000000010000000000000100100000000000000000000,6.572634387676081,6.263523781937851,2.294434235329761,3.0023607824144634,11.750818347569167,0.9678430646994028,0.9751439969038789,0.02523626685833488,0.9001414795312015,0.9928099831056365,0.30632301657520195,0.2858376333333711,0.1320243543851703,0.10628589252061275,0.6017945694137553,1.8383099532146594,1.551825354978482,1.1148753205343451,0.7092083793105153,4.6957954322854025,8.955532966059758,7.586610413599551,5.380718129008957,3.4479970142475826,22.601102677179647,1.9172048515996079,1.6023564697798562,1.1940640973526349,0.7264782806465643,5.013040921670963,1.0458827107277844,0.9954675225679601,0.4295884501067686,0.3609596478710768,2.0099535972220264,0.4851336882095304,0.4977286254588963,0.1863314194697708,0.1152727661743056,0.8015838871797532,0.17133205606915067,0.14373962336274315,0.12162266473383983,0.015847447186171558,0.46595548064598546,1.7394453239395415,1.52832331840968,0.8845997443362575,0.7719775951671528,3.8853542324402057,6.199513807018282,5.472183933346593,3.300232240719168,2.487778581217868,14.164885202411346,NA,nan,NA,NA,NA
GD,7,6,10,0.13478033285,0.1710190090625,0.5347026193750001,-2.004108989887059,-1.7659805645495616,0.1390340113155679,10,10,1,1893mb,2024-03-05,101110111010110010010100001001000101000000100100001000000110100110010010010001000000000000010010000000011010000001010101100001010100100000000010101010000000100000001100000000000000000000000000100000101001100110000001100100010000010101001001000010000000001000101000000000000100101100000000100000000000010100111100000000000010000100000001001000100000101100100110010000000110000011000011000011000010000011100001001010110100000001010001100000000000000000000000000000001010100001001011101100001011000000100010000000000100001100000010010110100000010000000000101000100010000100100000001000000010100010001000101000000100010100001010000000000000001000000000010000100101100000010001000100001000000000000100000000000011010100000000100100100101000000100010000000001001000000011000000000000100000010000000010000001010110010101000100000000000101001000110100000100010000001111000011000010010000000111000010101010110111000011100100101010000000000000000101000000010000001010100100001000011000000010000100000000000100010111110100111010000011111000000001101101011000010,1.1730374817860787,1.175687572851972,0.1386723723654031,0.8884358327124638,1.4404238409261614,0.5746859885179904,0.5802272368190533,0.05906593322787908,0.44112791733152235,0.6747777993821826,0.31041595488509666,0.309860156866809,0.06368114340189465,0.18670675104454126,0.43737959225672707,7.149128418275737,6.662483005783738,3.136201615804307,2.4683198674972373,14.610008890773402,25.995874718313452,24.359643216579563,11.28610501374952,8.900668034001821,52.63002722531307,NA,17.044830644742813,NA,NA,NA,0.17785384147547392,0.18087246413278696,0.034658755000369516,0.09949411696587411,0.23775096310229046,0.03166396511877451,0.03167849132533945,0.011021094426255706,0.009802048508803889,0.053501330253526935,0.017291852260044222,0.016669802956489572,0.007239681143949751,0.00472354227864013,0.03294500151942385,2.1951177838220293,2.059962405432152,0.9411945925844443,0.750056194762334,4.420974024168944,6.625380529518943,6.216919238253423,2.850643351258972,2.2516885402441376,13.333742073315062,NA,nan,NA,NA,NA
GD,7,7,11,0.296135685899325,0.331130709557125,0.0350928946037499,-1.2169375313819544,-1.1052420886329355,-3.3140331558293314,11,11,1,1893mb,2024-03-05,000000000000000000000000000000000000000010000000000000000000000000000000000000000000000100000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000100000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000010000000100000000000000010000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.7345172876251578,1.2584622253281945,5.165505384845913,0.03630000664793427,5.224176849904734,0.5340151577134111,0.6129622297323422,0.31289537159234276,0.001315965694883143,0.9646543068934148,0.02431472622939354,0.016966725338191213,0.02590131569850193,1.6134216621130032e-05,0.09143648653345135,7.53742198596474,3.166685427532693,12.97528985216032,0.9967776918691066,45.659886701327714,30.41925679194554,11.519529832776715,57.44736293572222,3.4109521095008253,200.19577314167591,NA,23.218531292726283,NA,NA,NA,0.25970300495028065,0.14038179907431128,1.0346595753020023,0.0006782106544651692,0.9802962472427749,0.06997634948012624,0.019326187491161717,0.1366071621004188,4.5997352490501117e-07,0.4900510815521579,0.003970325318832446,0.0005612408383962591,0.009553960636424334,6.20844558995569e-09,0.03157298962246707,3.5692156646743682,1.0440198258343887,8.649795383565166,0.2412153785830784,28.672945781139024,12.100739708061262,3.1558523701040464,33.0600068586312,0.7221329974526731,100.92541846197088,NA,nan,NA,NA,NA
GD,7,8,12,0.3017662491,0.5342951360323875,0.106332845125,-1.1981025709100062,-0.6268069034991376,-2.128759173060469,12,12,1,1893mb,2024-03-05,100000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000010000000000000000000000000000000000100000000000000000000000000001000000000000010000000000000000000001000000000000000000100000000000000000000000000000000000000000000000000000000000000000100000000000010000000000000000000000000000000000010100000000000000000000000000000000000000000000000000000000000000000000000000100000010000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000010000010000000000000000000000000000000000000000000000000000000000000000001000000001000000000000100000000000010000000000000000000000010000000100000000010000000000000000000000000000000010000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000010000000010000000000000000000000000000000000000000000000001000000000000000000000000000000010000000000000000000000000000000000000011000000000000000000000000000000000000010000000,1.556313273653535,1.567934383121873,0.5842814298854087,0.28139317333401337,2.7194000992353438,0.6576832670806878,0.710850471509241,0.1906437243701204,0.07337234117376888,0.8808834135443125,0.07662701889210828,0.07180909660542506,0.04549177995343111,0.002648375786149642,0.18094769149233575,3.103578778094303,2.418514087528267,2.656194411562098,0.9575611955546218,8.948365037600595,11.868839917838894,9.325777868056703,9.419746215133342,3.7943376933797324,32.91858957477978,NA,4.350577377804328,NA,NA,NA,0.17203828766454868,0.16297750676401854,0.09552686615975815,0.01329995182727901,0.38343327262827154,0.03594044746788329,0.025874400694823385,0.03473972650332828,0.00017685826446059438,0.1281764385500461,0.004827673857517485,0.0025692584497777242,0.006470234739350151,7.425214329257896e-06,0.023104958940957446,1.1243357344879832,0.9030194029791616,0.82840859395042,0.34124960431201484,3.113432039609752,3.405988681353808,2.724796537299774,2.5326343594115324,1.0216612880213256,9.52328207078837,NA,nan,NA,NA,NA
GD,7,9,13,0.2052787061125,0.4504415121999999,0.2004694638125,-1.58338668117199,-0.7975270389970615,-1.3833627906895831,13,13,1,1893mb,2024-03-05,001010010000000000000000000000000000001000000000000001000000000000000000000000000000001000000000000000000000001000000010000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000100000001000000000000000000000000000100000001000100000000000000000000000000000000000000010000100000000100000100000000000101000000000000100010000000000000000000000000000000000000000000000000000000010000000000000010000000000000000010000000000001000000000000000000000000000000001000000000000000000000000000000000000000000000000100000000100000000000000000000000000101000000000000000000000000000000000000001000000000000000000000000100000100000000000000000000000000000000000010000000010000000000000000000000100000000000100000000000000000000000000000000010000000000000000000000000100000000000100000100000000000000000000000000000000000000000000000010000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000101001000000010000000000000000010000000101010,1.9797347863728136,1.9563465619129397,0.41521751889515024,1.2201067624066397,2.858996835490786,0.7807554739175271,0.7928445109045283,0.0773164014788047,0.5981774138715368,0.8909946645499515,0.15986244372156352,0.15470669047165167,0.054906048447025076,0.06754011736151347,0.2784645176458907,3.2108477469219707,2.8631879419165394,1.6005595873269929,1.2287019623432187,7.232978480912804,13.304556470336998,11.941311735547497,6.4154864587316895,5.105714892261982,29.46753571968201,NA,3.924898424489937,NA,NA,NA,0.25924645828329584,0.25781573080845394,0.0836865218476716,0.10075805870778928,0.4262671037185874,0.06745838300381304,0.06232619449996746,0.03814974576159654,0.010050155484935416,0.15376413934161068,0.014851245818030066,0.011965193756794388,0.01186024514889217,0.001382500142322858,0.04465296820984178,1.413088578681189,1.2852909578152483,0.6529167080195198,0.5312417729598491,3.063094214893225,4.311668269952286,3.911034473411104,2.0188172370167314,1.5936468708996092,9.408434123879074,NA,nan,NA,NA,NA
